F_1,F_3,F_4,F_5,F_6,F_53,F_65,F_260,days_with_service
507.0,102.0,203.0,101.0,116.0,5.0,4.0,618.0,62.0
627.0,115.0,104.0,506.0,0.0,2.0,0.0,727.0,702.0
692.0,0.0,0.0,0.0,0.0,9.0,0.0,672.0,882.0
643.0,112.0,302.0,0.0,0.0,7.0,0.0,689.0,730.0
537.0,102.0,203.0,116.0,115.0,4.0,8.0,591.0,1095.0
670.0,104.0,0.0,0.0,0.0,4.0,0.0,712.0,701.0
695.0,116.0,0.0,0.0,0.0,7.0,0.0,715.0,759.0
698.0,302.0,0.0,0.0,0.0,8.0,0.0,689.0,518.0
605.0,116.0,112.0,103.0,506.0,7.0,0.0,694.0,943.0
582.0,102.0,116.0,0.0,0.0,10.0,1.0,637.0,1461.0
560.0,102.0,203.0,116.0,104.0,5.0,2.0,625.0,549.0
560.0,102.0,203.0,116.0,104.0,5.0,2.0,625.0,396.0
593.0,102.0,203.0,0.0,0.0,3.0,6.0,621.0,456.0
663.0,112.0,302.0,0.0,0.0,10.0,0.0,639.0,1247.0
654.0,506.0,0.0,0.0,0.0,6.0,0.0,678.0,424.0
557.0,102.0,203.0,116.0,112.0,3.0,6.0,578.0,1248.0
617.0,112.0,302.0,506.0,0.0,4.0,0.0,699.0,671.0
682.0,0.0,0.0,0.0,0.0,6.0,0.0,681.0,701.0
553.0,112.0,116.0,104.0,302.0,9.0,0.0,609.0,90.0
660.0,506.0,302.0,104.0,0.0,7.0,0.0,745.0,0.0
672.0,506.0,104.0,0.0,0.0,4.0,0.0,634.0,822.0
617.0,102.0,203.0,0.0,0.0,4.0,2.0,664.0,2160.0
655.0,112.0,302.0,0.0,0.0,10.0,0.0,661.0,151.0
709.0,0.0,0.0,0.0,0.0,13.0,0.0,644.0,731.0
603.0,102.0,302.0,0.0,0.0,3.0,1.0,631.0,2039.0
535.0,102.0,104.0,115.0,110.0,1.0,2.0,621.0,821.0
691.0,302.0,0.0,0.0,0.0,5.0,0.0,708.0,62.0
660.0,0.0,0.0,0.0,0.0,7.0,0.0,693.0,120.0
582.0,115.0,104.0,302.0,506.0,4.0,0.0,708.0,334.0
662.0,112.0,0.0,0.0,0.0,6.0,0.0,683.0,153.0
584.0,112.0,116.0,104.0,101.0,16.0,0.0,576.0,122.0
513.0,102.0,203.0,115.0,116.0,3.0,6.0,635.0,669.0
719.0,0.0,0.0,0.0,0.0,5.0,0.0,722.0,426.0
568.0,102.0,112.0,104.0,0.0,7.0,3.0,602.0,1003.0
606.0,102.0,116.0,112.0,0.0,8.0,6.0,638.0,1826.0
548.0,102.0,203.0,110.0,104.0,0.0,5.0,634.0,1247.0
529.0,102.0,203.0,101.0,116.0,6.0,9.0,533.0,640.0
565.0,102.0,116.0,101.0,104.0,11.0,1.0,616.0,638.0
532.0,102.0,203.0,116.0,115.0,2.0,5.0,669.0,670.0
671.0,112.0,0.0,0.0,0.0,11.0,0.0,665.0,31.0
638.0,104.0,114.0,302.0,0.0,5.0,0.0,656.0,122.0
652.0,302.0,0.0,0.0,0.0,6.0,0.0,718.0,273.0
587.0,102.0,203.0,115.0,0.0,3.0,4.0,632.0,1308.0
513.0,102.0,116.0,115.0,104.0,3.0,4.0,646.0,516.0
618.0,115.0,104.0,0.0,0.0,6.0,0.0,682.0,731.0
575.0,102.0,203.0,115.0,0.0,2.0,4.0,635.0,1704.0
575.0,102.0,203.0,115.0,0.0,2.0,4.0,635.0,853.0
544.0,102.0,116.0,112.0,104.0,6.0,9.0,663.0,577.0
701.0,506.0,0.0,0.0,0.0,5.0,0.0,730.0,303.0
630.0,104.0,506.0,115.0,0.0,4.0,0.0,673.0,31.0
675.0,116.0,0.0,0.0,0.0,12.0,0.0,654.0,700.0
537.0,102.0,115.0,104.0,0.0,2.0,2.0,649.0,1247.0
673.0,302.0,0.0,0.0,0.0,7.0,0.0,721.0,546.0
706.0,0.0,0.0,0.0,0.0,5.0,0.0,699.0,335.0
598.0,115.0,104.0,506.0,0.0,5.0,0.0,689.0,911.0
583.0,112.0,116.0,101.0,506.0,6.0,0.0,622.0,730.0
647.0,112.0,302.0,0.0,0.0,9.0,0.0,636.0,1064.0
587.0,102.0,112.0,0.0,0.0,3.0,2.0,659.0,1734.0
682.0,0.0,0.0,0.0,0.0,7.0,0.0,687.0,793.0
705.0,0.0,0.0,0.0,0.0,6.0,0.0,675.0,854.0
598.0,102.0,203.0,116.0,104.0,10.0,0.0,604.0,548.0
709.0,0.0,0.0,0.0,0.0,10.0,0.0,719.0,608.0
631.0,101.0,104.0,506.0,115.0,4.0,0.0,732.0,700.0
698.0,302.0,0.0,0.0,0.0,7.0,0.0,746.0,457.0
594.0,104.0,506.0,115.0,0.0,4.0,0.0,640.0,546.0
683.0,0.0,0.0,0.0,0.0,12.0,0.0,666.0,518.0
675.0,302.0,0.0,0.0,0.0,7.0,0.0,699.0,516.0
650.0,104.0,115.0,0.0,0.0,8.0,0.0,672.0,30.0
666.0,101.0,0.0,0.0,0.0,8.0,0.0,697.0,245.0
481.0,102.0,116.0,101.0,115.0,6.0,5.0,611.0,515.0
607.0,104.0,116.0,506.0,0.0,12.0,0.0,635.0,547.0
607.0,104.0,116.0,506.0,0.0,12.0,0.0,635.0,396.0
685.0,104.0,0.0,0.0,0.0,9.0,0.0,715.0,761.0
616.0,115.0,104.0,506.0,0.0,2.0,0.0,708.0,851.0
621.0,112.0,506.0,302.0,0.0,8.0,0.0,629.0,730.0
696.0,0.0,0.0,0.0,0.0,5.0,0.0,701.0,365.0
696.0,0.0,0.0,0.0,0.0,5.0,0.0,701.0,1096.0
534.0,102.0,116.0,101.0,104.0,20.0,1.0,588.0,426.0
577.0,102.0,116.0,0.0,0.0,9.0,3.0,619.0,0.0
577.0,102.0,116.0,0.0,0.0,9.0,3.0,619.0,2161.0
620.0,112.0,116.0,506.0,0.0,5.0,0.0,648.0,0.0
514.0,102.0,203.0,112.0,116.0,2.0,6.0,572.0,822.0
537.0,102.0,101.0,116.0,104.0,1.0,1.0,633.0,182.0
637.0,112.0,302.0,0.0,0.0,9.0,0.0,691.0,580.0
627.0,102.0,101.0,112.0,302.0,7.0,0.0,656.0,0.0
690.0,302.0,0.0,0.0,0.0,12.0,0.0,683.0,61.0
533.0,102.0,116.0,104.0,302.0,4.0,2.0,649.0,1156.0
543.0,102.0,203.0,116.0,104.0,6.0,1.0,637.0,881.0
554.0,112.0,116.0,101.0,114.0,9.0,0.0,606.0,184.0
609.0,112.0,116.0,101.0,103.0,8.0,1.0,623.0,396.0
528.0,102.0,116.0,112.0,104.0,11.0,1.0,580.0,913.0
548.0,102.0,203.0,116.0,104.0,1.0,4.0,626.0,516.0
533.0,102.0,116.0,104.0,0.0,4.0,6.0,704.0,2099.0
533.0,102.0,116.0,104.0,0.0,4.0,6.0,704.0,1095.0
537.0,112.0,116.0,104.0,101.0,19.0,0.0,611.0,457.0
565.0,102.0,112.0,302.0,0.0,8.0,4.0,569.0,1246.0
510.0,102.0,203.0,101.0,116.0,5.0,3.0,575.0,245.0
545.0,102.0,115.0,116.0,104.0,2.0,4.0,634.0,850.0
579.0,116.0,112.0,104.0,103.0,9.0,0.0,659.0,92.0
655.0,302.0,0.0,0.0,0.0,10.0,0.0,636.0,152.0
666.0,116.0,0.0,0.0,0.0,9.0,0.0,674.0,577.0
666.0,116.0,0.0,0.0,0.0,9.0,0.0,674.0,580.0
683.0,0.0,0.0,0.0,0.0,12.0,0.0,662.0,789.0
528.0,102.0,203.0,115.0,116.0,5.0,4.0,624.0,639.0
661.0,116.0,506.0,0.0,0.0,8.0,0.0,681.0,303.0
541.0,102.0,203.0,115.0,104.0,3.0,3.0,635.0,973.0
537.0,102.0,203.0,101.0,112.0,4.0,8.0,574.0,577.0
537.0,102.0,203.0,101.0,112.0,4.0,8.0,574.0,335.0
537.0,102.0,203.0,101.0,112.0,4.0,8.0,574.0,335.0
587.0,102.0,112.0,104.0,302.0,5.0,1.0,578.0,396.0
657.0,116.0,114.0,506.0,0.0,7.0,0.0,667.0,212.0
530.0,102.0,116.0,115.0,104.0,6.0,9.0,624.0,547.0
530.0,102.0,116.0,115.0,104.0,6.0,9.0,624.0,547.0
584.0,102.0,116.0,101.0,104.0,18.0,0.0,569.0,245.0
584.0,102.0,116.0,101.0,104.0,18.0,0.0,569.0,123.0
546.0,116.0,112.0,104.0,114.0,13.0,0.0,644.0,61.0
534.0,102.0,115.0,116.0,104.0,1.0,8.0,596.0,639.0
596.0,102.0,116.0,112.0,104.0,7.0,0.0,632.0,365.0
657.0,302.0,506.0,0.0,0.0,4.0,0.0,718.0,214.0
656.0,112.0,101.0,506.0,0.0,14.0,0.0,593.0,122.0
562.0,102.0,115.0,104.0,0.0,5.0,3.0,596.0,1277.0
643.0,104.0,115.0,0.0,0.0,6.0,0.0,704.0,942.0
560.0,102.0,203.0,115.0,104.0,2.0,2.0,640.0,913.0
560.0,102.0,203.0,115.0,104.0,2.0,2.0,640.0,396.0
595.0,102.0,104.0,0.0,0.0,10.0,0.0,670.0,943.0
611.0,112.0,116.0,506.0,0.0,6.0,0.0,686.0,1400.0
528.0,116.0,104.0,115.0,506.0,3.0,0.0,623.0,122.0
614.0,104.0,506.0,302.0,0.0,8.0,0.0,673.0,31.0
593.0,102.0,0.0,0.0,0.0,3.0,11.0,593.0,1767.0
542.0,102.0,203.0,112.0,116.0,3.0,12.0,554.0,365.0
563.0,102.0,203.0,115.0,116.0,2.0,8.0,635.0,2161.0
516.0,102.0,203.0,115.0,104.0,3.0,5.0,636.0,668.0
689.0,0.0,0.0,0.0,0.0,7.0,0.0,736.0,516.0
600.0,112.0,116.0,114.0,0.0,8.0,0.0,658.0,334.0
539.0,102.0,116.0,112.0,104.0,4.0,2.0,579.0,457.0
564.0,102.0,116.0,104.0,0.0,5.0,2.0,622.0,730.0
533.0,102.0,203.0,112.0,116.0,6.0,2.0,602.0,243.0
498.0,102.0,101.0,116.0,104.0,2.0,3.0,633.0,519.0
621.0,116.0,112.0,302.0,0.0,10.0,0.0,631.0,212.0
534.0,102.0,203.0,116.0,115.0,4.0,17.0,643.0,1673.0
563.0,102.0,104.0,0.0,0.0,1.0,2.0,628.0,153.0
614.0,115.0,104.0,302.0,0.0,9.0,0.0,668.0,1126.0
653.0,114.0,506.0,0.0,0.0,9.0,0.0,693.0,303.0
668.0,506.0,302.0,0.0,0.0,4.0,0.0,680.0,700.0
550.0,116.0,104.0,112.0,114.0,5.0,0.0,630.0,304.0
552.0,102.0,115.0,0.0,0.0,1.0,3.0,694.0,2160.0
579.0,102.0,116.0,112.0,0.0,9.0,3.0,593.0,822.0
579.0,102.0,116.0,112.0,0.0,9.0,3.0,593.0,1218.0
539.0,102.0,203.0,112.0,104.0,2.0,8.0,603.0,1033.0
537.0,102.0,203.0,112.0,116.0,12.0,7.0,599.0,122.0
676.0,104.0,302.0,0.0,0.0,11.0,0.0,711.0,2162.0
553.0,102.0,116.0,104.0,0.0,6.0,3.0,579.0,1157.0
554.0,102.0,115.0,0.0,0.0,4.0,5.0,616.0,61.0
576.0,102.0,203.0,112.0,104.0,5.0,2.0,621.0,1216.0
571.0,104.0,112.0,302.0,506.0,5.0,0.0,699.0,274.0
675.0,302.0,0.0,0.0,0.0,9.0,0.0,732.0,577.0
610.0,116.0,114.0,506.0,302.0,4.0,0.0,682.0,334.0
591.0,102.0,112.0,302.0,0.0,15.0,4.0,668.0,1673.0
687.0,0.0,0.0,0.0,0.0,11.0,0.0,695.0,730.0
673.0,112.0,302.0,0.0,0.0,11.0,0.0,674.0,1096.0
716.0,0.0,0.0,0.0,0.0,5.0,0.0,705.0,1522.0
538.0,102.0,116.0,110.0,112.0,2.0,5.0,618.0,1704.0
629.0,116.0,114.0,302.0,0.0,7.0,0.0,713.0,396.0
592.0,102.0,203.0,115.0,0.0,3.0,3.0,647.0,1096.0
543.0,102.0,101.0,116.0,104.0,4.0,5.0,535.0,669.0
559.0,102.0,116.0,101.0,104.0,8.0,6.0,616.0,2160.0
503.0,102.0,104.0,115.0,116.0,1.0,6.0,641.0,822.0
560.0,102.0,104.0,0.0,0.0,5.0,1.0,660.0,365.0
546.0,112.0,116.0,104.0,506.0,9.0,0.0,650.0,426.0
517.0,102.0,203.0,101.0,116.0,1.0,4.0,582.0,1065.0
515.0,102.0,203.0,116.0,115.0,3.0,7.0,617.0,1522.0
579.0,112.0,116.0,101.0,104.0,15.0,0.0,578.0,914.0
531.0,102.0,116.0,115.0,104.0,3.0,3.0,576.0,518.0
608.0,112.0,101.0,116.0,114.0,13.0,0.0,638.0,669.0
602.0,115.0,104.0,302.0,0.0,4.0,0.0,678.0,181.0
641.0,112.0,104.0,0.0,0.0,9.0,0.0,645.0,700.0
639.0,116.0,112.0,0.0,0.0,9.0,0.0,636.0,59.0
592.0,102.0,203.0,115.0,0.0,1.0,0.0,666.0,2041.0
534.0,102.0,116.0,112.0,104.0,8.0,4.0,632.0,2161.0
701.0,0.0,0.0,0.0,0.0,17.0,0.0,699.0,945.0
544.0,102.0,116.0,115.0,104.0,2.0,1.0,646.0,791.0
590.0,112.0,104.0,506.0,302.0,6.0,0.0,669.0,212.0
673.0,116.0,506.0,0.0,0.0,6.0,0.0,724.0,212.0
666.0,115.0,0.0,0.0,0.0,3.0,0.0,723.0,701.0
527.0,102.0,115.0,104.0,116.0,1.0,4.0,617.0,577.0
556.0,112.0,116.0,101.0,103.0,7.0,2.0,636.0,89.0
649.0,115.0,104.0,0.0,0.0,5.0,0.0,692.0,59.0
618.0,112.0,506.0,302.0,0.0,5.0,0.0,642.0,577.0
552.0,102.0,203.0,116.0,101.0,9.0,8.0,537.0,215.0
689.0,0.0,0.0,0.0,0.0,11.0,0.0,699.0,1402.0
557.0,102.0,116.0,115.0,104.0,3.0,2.0,665.0,304.0
557.0,102.0,116.0,115.0,104.0,3.0,2.0,665.0,31.0
597.0,112.0,116.0,101.0,0.0,12.0,0.0,592.0,700.0
558.0,102.0,104.0,116.0,0.0,5.0,1.0,645.0,731.0
669.0,302.0,0.0,0.0,0.0,4.0,0.0,674.0,517.0
578.0,102.0,302.0,0.0,0.0,1.0,0.0,677.0,639.0
700.0,506.0,0.0,0.0,0.0,3.0,0.0,752.0,0.0
669.0,506.0,0.0,0.0,0.0,3.0,0.0,695.0,731.0
588.0,102.0,0.0,0.0,0.0,8.0,1.0,658.0,1522.0
609.0,102.0,104.0,0.0,0.0,5.0,0.0,639.0,274.0
584.0,102.0,115.0,104.0,0.0,5.0,0.0,631.0,1219.0
549.0,102.0,203.0,116.0,112.0,5.0,6.0,602.0,640.0
565.0,102.0,116.0,112.0,104.0,5.0,3.0,640.0,761.0
556.0,102.0,116.0,0.0,0.0,4.0,2.0,641.0,852.0
552.0,102.0,203.0,116.0,115.0,9.0,1.0,642.0,638.0
551.0,102.0,203.0,116.0,112.0,2.0,6.0,600.0,730.0
675.0,112.0,0.0,0.0,0.0,15.0,0.0,622.0,182.0
573.0,102.0,112.0,0.0,0.0,2.0,1.0,609.0,731.0
680.0,112.0,0.0,0.0,0.0,7.0,0.0,661.0,730.0
551.0,102.0,203.0,116.0,101.0,7.0,0.0,615.0,639.0
632.0,112.0,114.0,302.0,0.0,9.0,0.0,612.0,0.0
564.0,112.0,116.0,101.0,114.0,6.0,0.0,620.0,762.0
557.0,102.0,116.0,101.0,104.0,5.0,5.0,567.0,761.0
616.0,112.0,114.0,302.0,506.0,6.0,0.0,657.0,976.0
616.0,112.0,114.0,302.0,506.0,6.0,0.0,657.0,427.0
552.0,102.0,115.0,104.0,302.0,5.0,2.0,598.0,396.0
552.0,102.0,115.0,104.0,302.0,5.0,2.0,598.0,1308.0
582.0,102.0,104.0,0.0,0.0,5.0,4.0,637.0,730.0
628.0,102.0,116.0,104.0,0.0,18.0,1.0,652.0,153.0
632.0,115.0,104.0,0.0,0.0,8.0,0.0,662.0,730.0
672.0,104.0,0.0,0.0,0.0,13.0,0.0,699.0,61.0
690.0,506.0,0.0,0.0,0.0,6.0,0.0,699.0,1706.0
570.0,112.0,116.0,101.0,114.0,13.0,0.0,658.0,304.0
582.0,102.0,116.0,104.0,0.0,5.0,8.0,624.0,973.0
648.0,116.0,506.0,0.0,0.0,12.0,0.0,717.0,699.0
609.0,102.0,112.0,104.0,0.0,7.0,3.0,563.0,396.0
556.0,112.0,116.0,101.0,114.0,12.0,0.0,607.0,0.0
540.0,102.0,116.0,101.0,104.0,16.0,0.0,603.0,212.0
566.0,112.0,104.0,116.0,506.0,4.0,0.0,672.0,31.0
641.0,116.0,112.0,302.0,0.0,19.0,0.0,589.0,549.0
498.0,102.0,203.0,101.0,116.0,3.0,26.0,599.0,306.0
498.0,102.0,203.0,101.0,116.0,3.0,26.0,599.0,578.0
498.0,102.0,203.0,101.0,116.0,3.0,26.0,599.0,61.0
549.0,102.0,203.0,116.0,302.0,4.0,5.0,609.0,1156.0
540.0,102.0,116.0,101.0,104.0,9.0,4.0,597.0,547.0
540.0,102.0,116.0,101.0,104.0,9.0,4.0,597.0,365.0
545.0,102.0,203.0,115.0,0.0,2.0,7.0,615.0,1461.0
620.0,112.0,302.0,506.0,0.0,9.0,0.0,693.0,1096.0
544.0,102.0,115.0,104.0,0.0,2.0,1.0,693.0,1278.0
555.0,102.0,104.0,0.0,0.0,6.0,5.0,628.0,151.0
544.0,102.0,115.0,104.0,0.0,4.0,4.0,661.0,1553.0
579.0,102.0,302.0,0.0,0.0,4.0,6.0,668.0,578.0
579.0,102.0,101.0,104.0,302.0,7.0,3.0,610.0,273.0
611.0,116.0,302.0,506.0,104.0,3.0,0.0,681.0,852.0
698.0,0.0,0.0,0.0,0.0,7.0,0.0,679.0,1005.0
696.0,0.0,0.0,0.0,0.0,5.0,0.0,661.0,790.0
521.0,102.0,203.0,115.0,104.0,1.0,5.0,634.0,304.0
570.0,102.0,115.0,104.0,0.0,2.0,2.0,709.0,669.0
553.0,102.0,203.0,116.0,104.0,2.0,16.0,593.0,518.0
541.0,102.0,203.0,116.0,115.0,7.0,3.0,649.0,1218.0
556.0,102.0,203.0,115.0,116.0,2.0,8.0,590.0,1278.0
556.0,102.0,203.0,115.0,116.0,2.0,8.0,590.0,1004.0
545.0,102.0,101.0,112.0,116.0,8.0,4.0,558.0,243.0
551.0,102.0,203.0,115.0,104.0,4.0,3.0,583.0,1856.0
551.0,102.0,203.0,115.0,104.0,4.0,3.0,583.0,303.0
523.0,102.0,104.0,116.0,0.0,7.0,2.0,659.0,184.0
523.0,102.0,104.0,116.0,0.0,7.0,2.0,659.0,120.0
552.0,203.0,116.0,104.0,0.0,7.0,0.0,607.0,1311.0
551.0,102.0,203.0,115.0,101.0,6.0,2.0,613.0,1706.0
626.0,112.0,0.0,0.0,0.0,8.0,0.0,656.0,335.0
543.0,102.0,116.0,104.0,302.0,2.0,1.0,680.0,518.0
667.0,116.0,302.0,0.0,0.0,9.0,0.0,688.0,1826.0
592.0,104.0,112.0,506.0,302.0,4.0,0.0,702.0,212.0
688.0,506.0,0.0,0.0,0.0,10.0,0.0,675.0,153.0
688.0,506.0,0.0,0.0,0.0,10.0,0.0,675.0,152.0
638.0,102.0,0.0,0.0,0.0,7.0,0.0,662.0,1126.0
656.0,104.0,115.0,0.0,0.0,14.0,0.0,677.0,580.0
540.0,102.0,116.0,115.0,104.0,3.0,5.0,611.0,457.0
540.0,102.0,116.0,115.0,104.0,3.0,5.0,611.0,304.0
649.0,116.0,112.0,0.0,0.0,16.0,0.0,674.0,184.0
604.0,102.0,116.0,112.0,0.0,10.0,3.0,553.0,1157.0
547.0,102.0,116.0,101.0,104.0,15.0,1.0,574.0,822.0
622.0,116.0,112.0,506.0,104.0,6.0,0.0,648.0,212.0
517.0,102.0,116.0,115.0,110.0,2.0,6.0,625.0,699.0
568.0,102.0,203.0,116.0,101.0,23.0,0.0,610.0,120.0
610.0,112.0,116.0,302.0,506.0,6.0,0.0,649.0,700.0
513.0,102.0,101.0,116.0,112.0,4.0,3.0,632.0,335.0
640.0,112.0,114.0,0.0,0.0,5.0,0.0,638.0,153.0
581.0,102.0,116.0,104.0,0.0,10.0,5.0,625.0,942.0
581.0,102.0,116.0,104.0,0.0,10.0,5.0,625.0,942.0
581.0,102.0,116.0,104.0,0.0,10.0,5.0,625.0,243.0
648.0,112.0,116.0,0.0,0.0,7.0,0.0,658.0,608.0
699.0,0.0,0.0,0.0,0.0,14.0,0.0,654.0,454.0
562.0,102.0,116.0,101.0,104.0,6.0,1.0,594.0,699.0
673.0,0.0,0.0,0.0,0.0,9.0,0.0,631.0,0.0
562.0,104.0,115.0,302.0,506.0,1.0,0.0,657.0,304.0
562.0,104.0,115.0,302.0,506.0,1.0,0.0,657.0,365.0
559.0,112.0,116.0,101.0,103.0,12.0,1.0,594.0,1065.0
624.0,112.0,116.0,302.0,0.0,16.0,0.0,641.0,914.0
590.0,102.0,203.0,116.0,104.0,3.0,2.0,669.0,700.0
590.0,102.0,203.0,116.0,104.0,3.0,2.0,669.0,273.0
586.0,116.0,104.0,302.0,506.0,1.0,0.0,706.0,366.0
721.0,0.0,0.0,0.0,0.0,7.0,0.0,728.0,2161.0
666.0,506.0,0.0,0.0,0.0,7.0,0.0,701.0,730.0
666.0,506.0,0.0,0.0,0.0,7.0,0.0,701.0,365.0
662.0,104.0,101.0,0.0,0.0,6.0,0.0,704.0,700.0
646.0,112.0,104.0,0.0,0.0,9.0,0.0,649.0,60.0
638.0,302.0,506.0,0.0,0.0,6.0,0.0,682.0,700.0
676.0,506.0,0.0,0.0,0.0,7.0,0.0,715.0,183.0
629.0,116.0,112.0,506.0,302.0,13.0,0.0,664.0,730.0
629.0,116.0,112.0,506.0,302.0,13.0,0.0,664.0,122.0
688.0,114.0,0.0,0.0,0.0,7.0,0.0,729.0,730.0
544.0,102.0,115.0,104.0,0.0,2.0,3.0,673.0,852.0
635.0,104.0,114.0,506.0,0.0,5.0,0.0,702.0,669.0
507.0,102.0,203.0,101.0,112.0,6.0,17.0,585.0,669.0
551.0,102.0,203.0,115.0,110.0,1.0,6.0,666.0,2163.0
651.0,116.0,302.0,104.0,0.0,4.0,0.0,658.0,0.0
570.0,102.0,112.0,116.0,104.0,5.0,14.0,606.0,1645.0
570.0,102.0,112.0,116.0,104.0,5.0,14.0,606.0,1372.0
570.0,102.0,112.0,116.0,104.0,5.0,14.0,606.0,1553.0
570.0,102.0,112.0,116.0,104.0,5.0,14.0,606.0,853.0
616.0,116.0,506.0,302.0,0.0,5.0,0.0,634.0,457.0
502.0,102.0,101.0,116.0,112.0,3.0,16.0,601.0,182.0
632.0,112.0,114.0,506.0,0.0,8.0,0.0,621.0,730.0
709.0,0.0,0.0,0.0,0.0,8.0,0.0,729.0,365.0
502.0,102.0,116.0,115.0,104.0,1.0,8.0,618.0,730.0
696.0,112.0,0.0,0.0,0.0,2.0,0.0,699.0,731.0
674.0,506.0,0.0,0.0,0.0,7.0,0.0,679.0,546.0
555.0,102.0,203.0,115.0,104.0,6.0,2.0,567.0,1155.0
529.0,102.0,112.0,116.0,104.0,4.0,2.0,632.0,335.0
667.0,116.0,0.0,0.0,0.0,9.0,0.0,675.0,395.0
506.0,102.0,203.0,116.0,115.0,6.0,10.0,584.0,761.0
506.0,102.0,203.0,116.0,115.0,6.0,10.0,584.0,1673.0
599.0,102.0,116.0,104.0,0.0,7.0,0.0,652.0,609.0
688.0,104.0,0.0,0.0,0.0,5.0,0.0,699.0,1096.0
683.0,506.0,0.0,0.0,0.0,10.0,0.0,698.0,91.0
665.0,116.0,104.0,0.0,0.0,14.0,0.0,715.0,1096.0
555.0,102.0,116.0,112.0,104.0,5.0,10.0,634.0,396.0
640.0,112.0,114.0,506.0,0.0,9.0,0.0,603.0,334.0
640.0,112.0,114.0,506.0,0.0,9.0,0.0,603.0,760.0
573.0,102.0,115.0,302.0,0.0,3.0,1.0,658.0,2069.0
669.0,302.0,0.0,0.0,0.0,7.0,0.0,730.0,153.0
542.0,102.0,112.0,116.0,101.0,4.0,5.0,600.0,275.0
542.0,102.0,112.0,116.0,101.0,4.0,5.0,600.0,275.0
570.0,102.0,203.0,116.0,0.0,5.0,5.0,631.0,1157.0
622.0,112.0,114.0,506.0,0.0,6.0,0.0,679.0,334.0
576.0,112.0,116.0,101.0,506.0,11.0,0.0,578.0,489.0
576.0,102.0,116.0,112.0,104.0,8.0,0.0,610.0,304.0
672.0,116.0,506.0,0.0,0.0,4.0,0.0,722.0,0.0
611.0,112.0,114.0,302.0,506.0,10.0,0.0,627.0,365.0
622.0,112.0,114.0,302.0,506.0,7.0,0.0,668.0,762.0
623.0,116.0,506.0,302.0,0.0,8.0,0.0,710.0,182.0
645.0,112.0,116.0,302.0,0.0,10.0,0.0,663.0,911.0
646.0,506.0,0.0,0.0,0.0,10.0,0.0,678.0,488.0
593.0,112.0,104.0,506.0,0.0,4.0,0.0,702.0,31.0
686.0,302.0,0.0,0.0,0.0,9.0,0.0,688.0,1186.0
686.0,302.0,0.0,0.0,0.0,9.0,0.0,688.0,1249.0
582.0,102.0,203.0,116.0,104.0,10.0,1.0,625.0,609.0
499.0,102.0,101.0,104.0,116.0,6.0,4.0,651.0,304.0
568.0,102.0,116.0,104.0,0.0,10.0,1.0,613.0,760.0
568.0,102.0,116.0,104.0,0.0,10.0,1.0,613.0,518.0
609.0,112.0,116.0,114.0,0.0,7.0,0.0,644.0,244.0
598.0,116.0,104.0,114.0,506.0,8.0,0.0,698.0,61.0
499.0,102.0,203.0,116.0,115.0,9.0,8.0,592.0,365.0
533.0,102.0,116.0,104.0,0.0,2.0,4.0,655.0,1277.0
537.0,102.0,116.0,101.0,104.0,8.0,1.0,591.0,30.0
537.0,102.0,116.0,101.0,104.0,8.0,1.0,591.0,1887.0
600.0,112.0,116.0,101.0,114.0,9.0,0.0,599.0,731.0
582.0,112.0,116.0,114.0,506.0,4.0,0.0,655.0,335.0
528.0,102.0,203.0,116.0,115.0,7.0,8.0,556.0,92.0
623.0,104.0,302.0,115.0,0.0,3.0,0.0,655.0,761.0
588.0,102.0,116.0,104.0,0.0,7.0,1.0,628.0,518.0
678.0,302.0,0.0,0.0,0.0,7.0,0.0,663.0,1246.0
547.0,102.0,203.0,116.0,115.0,4.0,3.0,567.0,395.0
631.0,104.0,506.0,0.0,0.0,8.0,0.0,629.0,395.0
657.0,302.0,0.0,0.0,0.0,8.0,0.0,715.0,942.0
696.0,0.0,0.0,0.0,0.0,5.0,0.0,708.0,92.0
578.0,115.0,104.0,110.0,101.0,0.0,0.0,695.0,1096.0
640.0,116.0,114.0,0.0,0.0,14.0,0.0,633.0,730.0
521.0,102.0,104.0,116.0,110.0,0.0,1.0,702.0,426.0
537.0,102.0,203.0,115.0,116.0,3.0,3.0,661.0,275.0
555.0,112.0,101.0,114.0,506.0,4.0,1.0,602.0,366.0
699.0,0.0,0.0,0.0,0.0,11.0,0.0,726.0,701.0
657.0,104.0,0.0,0.0,0.0,7.0,0.0,662.0,578.0
576.0,102.0,203.0,115.0,104.0,3.0,7.0,629.0,274.0
645.0,112.0,114.0,0.0,0.0,11.0,0.0,625.0,699.0
691.0,506.0,0.0,0.0,0.0,7.0,0.0,709.0,181.0
581.0,116.0,112.0,101.0,506.0,10.0,0.0,633.0,881.0
598.0,116.0,112.0,104.0,506.0,19.0,0.0,621.0,150.0
552.0,102.0,116.0,101.0,112.0,8.0,4.0,668.0,1004.0
552.0,102.0,116.0,101.0,112.0,8.0,4.0,668.0,395.0
597.0,116.0,114.0,506.0,104.0,5.0,0.0,668.0,122.0
627.0,112.0,506.0,302.0,0.0,5.0,0.0,637.0,365.0
525.0,112.0,116.0,104.0,114.0,13.0,0.0,626.0,122.0
659.0,112.0,302.0,0.0,0.0,8.0,0.0,655.0,153.0
